Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Quantidade compra;Valor de Compra;Unidade de Medida;Bandeira;Nota atendimento
SE;RJ;TERESOPOLIS;POSTO PIT STOP DE TERESOPOLIS LTDA; 31.402.068/0001-20;AVENIDA ALBERTO TORRES;569;;ALTO;25964-002;ETANOL;01/08/2022;6,22;3200;6,54;R$ / litro;IPIRANGA;6
SE;RJ;TERESOPOLIS;POSTO PIT STOP DE TERESOPOLIS LTDA; 31.402.068/0001-20;AVENIDA ALBERTO TORRES;569;;ALTO;25964-002;GASOLINA ADITIVADA;01/08/2022;7,39;3200;5,29;R$ / litro;IPIRANGA;6
SE;RJ;TERESOPOLIS;POSTO PIT STOP DE TERESOPOLIS LTDA; 31.402.068/0001-20;AVENIDA ALBERTO TORRES;569;;ALTO;25964-002;DIESEL S10;01/08/2022;5,47;3200;6,74;R$ / litro;IPIRANGA;6
SE;RJ;TERESOPOLIS;AUTO POSTO REIS MAGOS LTDA; 30.138.234/0001-60;AVENIDA ALBERTO TORRES;421;;ALTO;25964-004;GASOLINA;01/08/2022;6,99;3200;5,49;R$ / litro;BRANCA;6
SE;RJ;TERESOPOLIS;AUTO POSTO REIS MAGOS LTDA; 30.138.234/0001-60;AVENIDA ALBERTO TORRES;421;;ALTO;25964-004;ETANOL;01/08/2022;5,69;3200;6,89;R$ / litro;BRANCA;6
SE;RJ;TERESOPOLIS;AUTO POSTO REIS MAGOS LTDA; 30.138.234/0001-60;AVENIDA ALBERTO TORRES;421;;ALTO;25964-004;GASOLINA ADITIVADA;01/08/2022;7,05;3200;5,29;R$ / litro;BRANCA;6
SE;RJ;TERESOPOLIS;AUTO POSTO REIS MAGOS LTDA; 30.138.234/0001-60;AVENIDA ALBERTO TORRES;421;;ALTO;25964-004;DIESEL S10;01/08/2022;5,14;3200;7,19;R$ / litro;BRANCA;6
SE;RJ;TERESOPOLIS;AUTO POSTO IRMAOS RESENDE LTDA; 27.853.381/0001-08;AVENIDA FELICIANO SODRÉ;411;0;VÁRZEA;25950-000;GASOLINA;01/08/2022;7,79;3200;5,67;R$ / litro;VIBRA ENERGIA;6
SE;RJ;TERESOPOLIS;AUTO POSTO IRMAOS RESENDE LTDA; 27.853.381/0001-08;AVENIDA FELICIANO SODRÉ;411;0;VÁRZEA;25950-000;ETANOL;01/08/2022;6,98;3200;3,99;R$ / litro;VIBRA ENERGIA;6
SE;RJ;TERESOPOLIS;AUTO POSTO IRMAOS RESENDE LTDA; 27.853.381/0001-08;AVENIDA FELICIANO SODRÉ;411;0;VÁRZEA;25950-000;GASOLINA ADITIVADA;01/08/2022;7,99;3200;6,55;R$ / litro;VIBRA ENERGIA;6
SE;RJ;TERESOPOLIS;AUTO POSTO IRMAOS RESENDE LTDA; 27.853.381/0001-08;AVENIDA FELICIANO SODRÉ;411;0;VÁRZEA;25950-000;DIESEL S10;01/08/2022;5,49;3200;5,29;R$ / litro;VIBRA ENERGIA;6
SE;RJ;TERESOPOLIS;POSTO DE GASOLINA SAO PEDRO DE TERESÓPOLIS LTDA; 00.220.690/0001-94;AVENIDA LUIS NOGUET JUNIOR;501;;SÃO PEDRO;25956-210;GASOLINA;01/08/2022;7,05;3200;6,59;R$ / litro;BRANCA;6
SE;RJ;TERESOPOLIS;POSTO DE GASOLINA SAO PEDRO DE TERESÓPOLIS LTDA; 00.220.690/0001-94;AVENIDA LUIS NOGUET JUNIOR;501;;SÃO PEDRO;25956-210;ETANOL;01/08/2022;5,79;3200;4,09;R$ / litro;BRANCA;6
SE;RJ;TERESOPOLIS;POSTO DE GASOLINA SAO PEDRO DE TERESÓPOLIS LTDA; 00.220.690/0001-94;AVENIDA LUIS NOGUET JUNIOR;501;;SÃO PEDRO;25956-210;DIESEL S10;01/08/2022;5,39;3200;6,51;R$ / litro;BRANCA;6
SE;RJ;TERESOPOLIS;POSTO 13 DE JULHO DE TERESOPOLIS LTDA; 00.191.313/0001-74;RUA TENENTE LUIS MEIRELLES;847;;VARZEA;25955-000;GASOLINA;01/08/2022;6,99;3200;5,25;R$ / litro;BRANCA;6
SE;RJ;TERESOPOLIS;POSTO 13 DE JULHO DE TERESOPOLIS LTDA; 00.191.313/0001-74;RUA TENENTE LUIS MEIRELLES;847;;VARZEA;25955-000;ETANOL;01/08/2022;5,69;3200;6,51;R$ / litro;BRANCA;6
SE;RJ;TERESOPOLIS;POSTO 13 DE JULHO DE TERESOPOLIS LTDA; 00.191.313/0001-74;RUA TENENTE LUIS MEIRELLES;847;;VARZEA;25955-000;GASOLINA ADITIVADA;01/08/2022;7,19;3200;6,65;R$ / litro;BRANCA;6
SE;RJ;TERESOPOLIS;POSTO 13 DE JULHO DE TERESOPOLIS LTDA; 00.191.313/0001-74;RUA TENENTE LUIS MEIRELLES;847;;VARZEA;25955-000;DIESEL S10;01/08/2022;5,19;3200;5,65;R$ / litro;BRANCA;6
S;RS;CAXIAS DO SUL;POSTO DE SERVICOS ONZI LTDA; 92.360.726/0003-15;AVENIDA PERIMETRAL BRUNO SEGALLA;1308;;SAO LEOPOLDO;95098-710;GASOLINA;01/08/2022;6,59;3200;6,75;R$ / litro;RODOIL;6
S;RS;CAXIAS DO SUL;POSTO DE SERVICOS ONZI LTDA; 92.360.726/0003-15;AVENIDA PERIMETRAL BRUNO SEGALLA;1308;;SAO LEOPOLDO;95098-710;ETANOL;01/08/2022;6,75;3200;5,79;R$ / litro;RODOIL;6
S;RS;CAXIAS DO SUL;POSTO DE SERVICOS ONZI LTDA; 92.360.726/0003-15;AVENIDA PERIMETRAL BRUNO SEGALLA;1308;;SAO LEOPOLDO;95098-710;GASOLINA ADITIVADA;01/08/2022;6,79;3200;3,99;R$ / litro;RODOIL;6
S;RS;CAXIAS DO SUL;POSTO DE SERVICOS ONZI LTDA; 92.360.726/0003-15;AVENIDA PERIMETRAL BRUNO SEGALLA;1308;;SAO LEOPOLDO;95098-710;DIESEL;01/08/2022;5,39;3200;6,99;R$ / litro;RODOIL;6
S;RS;CAXIAS DO SUL;POSTO DE SERVICOS ONZI LTDA; 92.360.726/0003-15;AVENIDA PERIMETRAL BRUNO SEGALLA;1308;;SAO LEOPOLDO;95098-710;DIESEL S10;01/08/2022;5,44;3200;5,67;R$ / litro;RODOIL;6
S;RS;CAXIAS DO SUL;ABASTECEDORA DE COMBUSTIVEIS PORTAL SUL LTDA; 05.949.754/0001-06; RS. PERIMETRAL BRUNO SEGALLA;122;;KAYSER;95096-000;GASOLINA;01/08/2022;6,59;3200;5,69;R$ / litro;RAIZEN;6
S;RS;CAXIAS DO SUL;ABASTECEDORA DE COMBUSTIVEIS PORTAL SUL LTDA; 05.949.754/0001-06; RS. PERIMETRAL BRUNO SEGALLA;122;;KAYSER;95096-000;ETANOL;01/08/2022;7,19;3200;7,29;R$ / litro;RAIZEN;6
S;RS;CAXIAS DO SUL;ABASTECEDORA DE COMBUSTIVEIS PORTAL SUL LTDA; 05.949.754/0001-06; RS. PERIMETRAL BRUNO SEGALLA;122;;KAYSER;95096-000;GASOLINA ADITIVADA;01/08/2022;6,72;3200;5,77;R$ / litro;RAIZEN;8
S;RS;CAXIAS DO SUL;ABASTECEDORA DE COMBUSTIVEIS PORTAL SUL LTDA; 05.949.754/0001-06; RS. PERIMETRAL BRUNO SEGALLA;122;;KAYSER;95096-000;DIESEL;01/08/2022;5,44;3200;6,51;R$ / litro;RAIZEN;8
S;RS;CAXIAS DO SUL;ABASTECEDORA DE COMBUSTIVEIS PORTAL SUL LTDA; 05.949.754/0001-06; RS. PERIMETRAL BRUNO SEGALLA;122;;KAYSER;95096-000;DIESEL S10;01/08/2022;5,49;3200;5,25;R$ / litro;RAIZEN;8
S;RS;CAXIAS DO SUL;POSTO RAMAR - COMERCIO DE COMBUSTIVEIS LTDA.; 05.379.733/0001-00;AVENIDA SAO LEOPOLDO;940;;SAO LEOPOLDO;95097-350;GASOLINA;01/08/2022;6,99;3200;6,51;R$ / litro;IPIRANGA;8
S;RS;CAXIAS DO SUL;POSTO RAMAR - COMERCIO DE COMBUSTIVEIS LTDA.; 05.379.733/0001-00;AVENIDA SAO LEOPOLDO;940;;SAO LEOPOLDO;95097-350;ETANOL;01/08/2022;7,49;3200;6,98;R$ / litro;IPIRANGA;8
S;RS;CAXIAS DO SUL;POSTO RAMAR - COMERCIO DE COMBUSTIVEIS LTDA.; 05.379.733/0001-00;AVENIDA SAO LEOPOLDO;940;;SAO LEOPOLDO;95097-350;GASOLINA ADITIVADA;01/08/2022;6,99;3200;6,08;R$ / litro;IPIRANGA;8
S;RS;CAXIAS DO SUL;POSTO RAMAR - COMERCIO DE COMBUSTIVEIS LTDA.; 05.379.733/0001-00;AVENIDA SAO LEOPOLDO;940;;SAO LEOPOLDO;95097-350;GNV;01/08/2022;4,61;3200;7,08;R$ / m³;IPIRANGA;8
S;RS;CAXIAS DO SUL;POSTO RAMAR - COMERCIO DE COMBUSTIVEIS LTDA.; 05.379.733/0001-00;AVENIDA SAO LEOPOLDO;940;;SAO LEOPOLDO;95097-350;DIESEL S10;01/08/2022;5,34;3200;6,13;R$ / litro;IPIRANGA;8
S;RS;CAXIAS DO SUL;ABASTECEDORA DE COMBUSTIVEIS CAPELETTI LTDA; 92.478.296/0001-79;AVENIDA BOM PASTOR;625;POSTO;KAYSER;95096-150;GASOLINA;01/08/2022;6,39;3200;6,87;R$ / litro;IPIRANGA;8
S;RS;CAXIAS DO SUL;ABASTECEDORA DE COMBUSTIVEIS CAPELETTI LTDA; 92.478.296/0001-79;AVENIDA BOM PASTOR;625;POSTO;KAYSER;95096-150;ETANOL;01/08/2022;7,2;3200;5,99;R$ / litro;IPIRANGA;8
S;RS;CAXIAS DO SUL;ABASTECEDORA DE COMBUSTIVEIS CAPELETTI LTDA; 92.478.296/0001-79;AVENIDA BOM PASTOR;625;POSTO;KAYSER;95096-150;GASOLINA ADITIVADA;01/08/2022;6,49;3200;6,87;R$ / litro;IPIRANGA;8
S;RS;CAXIAS DO SUL;ABASTECEDORA DE COMBUSTIVEIS CAPELETTI LTDA; 92.478.296/0001-79;AVENIDA BOM PASTOR;625;POSTO;KAYSER;95096-150;DIESEL S10;01/08/2022;5,38;3200;5,99;R$ / litro;IPIRANGA;8
S;RS;CAXIAS DO SUL;COOPERATIVA DE CONSUMO DOS CONDUTORES AUTONOMOS DE VEICULOS RODOVIARIOS DE CAXIAS DO SUL; 90.771.700/0002-53;RUA DESEMBARGADOR JOSE BERN MED JUNIOR;1276;;DE LAZZER;95055-570;GASOLINA;01/08/2022;6,69;3200;6,97;R$ / litro;VIBRA ENERGIA;8
S;RS;CAXIAS DO SUL;COOPERATIVA DE CONSUMO DOS CONDUTORES AUTONOMOS DE VEICULOS RODOVIARIOS DE CAXIAS DO SUL; 90.771.700/0002-53;RUA DESEMBARGADOR JOSE BERN MED JUNIOR;1276;;DE LAZZER;95055-570;ETANOL;01/08/2022;6,99;3200;6,1;R$ / litro;VIBRA ENERGIA;8
S;RS;CAXIAS DO SUL;COOPERATIVA DE CONSUMO DOS CONDUTORES AUTONOMOS DE VEICULOS RODOVIARIOS DE CAXIAS DO SUL; 90.771.700/0002-53;RUA DESEMBARGADOR JOSE BERN MED JUNIOR;1276;;DE LAZZER;95055-570;GASOLINA ADITIVADA;01/08/2022;6,79;3200;6,07;R$ / litro;VIBRA ENERGIA;8
S;RS;CAXIAS DO SUL;COOPERATIVA DE CONSUMO DOS CONDUTORES AUTONOMOS DE VEICULOS RODOVIARIOS DE CAXIAS DO SUL; 90.771.700/0002-53;RUA DESEMBARGADOR JOSE BERN MED JUNIOR;1276;;DE LAZZER;95055-570;DIESEL;01/08/2022;5,57;3200;4,95;R$ / litro;VIBRA ENERGIA;8
S;RS;CAXIAS DO SUL;COOPERATIVA DE CONSUMO DOS CONDUTORES AUTONOMOS DE VEICULOS RODOVIARIOS DE CAXIAS DO SUL; 90.771.700/0002-53;RUA DESEMBARGADOR JOSE BERN MED JUNIOR;1276;;DE LAZZER;95055-570;GNV;01/08/2022;4,92;3200;4,60;R$ / m³;VIBRA ENERGIA;8
S;RS;CAXIAS DO SUL;COOPERATIVA DE CONSUMO DOS CONDUTORES AUTONOMOS DE VEICULOS RODOVIARIOS DE CAXIAS DO SUL; 90.771.700/0002-53;RUA DESEMBARGADOR JOSE BERN MED JUNIOR;1276;;DE LAZZER;95055-570;DIESEL S10;01/08/2022;5,67;3200;3,40;R$ / litro;VIBRA ENERGIA;8
S;RS;CAXIAS DO SUL;BONETO & CAPELETTI LTDA; 87.824.827/0001-06;AVENIDA RIO BRANCO;1993;;RIO BRANCO;95096-000;GASOLINA;01/08/2022;7,02;3200;5,10;R$ / litro;IPIRANGA;8
S;RS;CAXIAS DO SUL;BONETO & CAPELETTI LTDA; 87.824.827/0001-06;AVENIDA RIO BRANCO;1993;;RIO BRANCO;95096-000;ETANOL;01/08/2022;6,59;3200;4,60;R$ / litro;IPIRANGA;8
S;RS;CAXIAS DO SUL;BONETO & CAPELETTI LTDA; 87.824.827/0001-06;AVENIDA RIO BRANCO;1993;;RIO BRANCO;95096-000;GASOLINA ADITIVADA;01/08/2022;7,11;3200;3,40;R$ / litro;IPIRANGA;8
S;RS;CAXIAS DO SUL;BONETO & CAPELETTI LTDA; 87.824.827/0001-06;AVENIDA RIO BRANCO;1993;;RIO BRANCO;95096-000;DIESEL;01/08/2022;5,23;3200;5,10;R$ / litro;IPIRANGA;8
S;RS;CAXIAS DO SUL;BONETO & CAPELETTI LTDA; 87.824.827/0001-06;AVENIDA RIO BRANCO;1993;;RIO BRANCO;95096-000;DIESEL S10;01/08/2022;5,32;3200;4,80;R$ / litro;IPIRANGA;8
S;RS;LAJEADO;COMERCIO DE COMBUSTIVEIS FLORESTAL LTDA; 02.558.109/0001-74;AVENIDA BENJAMIN CONSTANT;1791;;FLORESTAL;95900-000;GASOLINA;01/08/2022;6,79;3200;4,95;R$ / litro;VIBRA ENERGIA;8
S;RS;LAJEADO;COMERCIO DE COMBUSTIVEIS FLORESTAL LTDA; 02.558.109/0001-74;AVENIDA BENJAMIN CONSTANT;1791;;FLORESTAL;95900-000;ETANOL;01/08/2022;6,99;3200;4,60;R$ / litro;VIBRA ENERGIA;8
S;RS;LAJEADO;COMERCIO DE COMBUSTIVEIS FLORESTAL LTDA; 02.558.109/0001-74;AVENIDA BENJAMIN CONSTANT;1791;;FLORESTAL;95900-000;GASOLINA ADITIVADA;01/08/2022;6,89;3200;3,40;R$ / litro;VIBRA ENERGIA;8
S;RS;LAJEADO;COMERCIO DE COMBUSTIVEIS FLORESTAL LTDA; 02.558.109/0001-74;AVENIDA BENJAMIN CONSTANT;1791;;FLORESTAL;95900-000;DIESEL S10;01/08/2022;5,09;3200;5,10;R$ / litro;VIBRA ENERGIA;8
S;RS;SANTA ROSA;COOPERATIVA MISTA SAO LUIZ LTDA; 98.338.072/0037-59;AVENIDA EXPEDICIONARIO WEBER;2820;;CENTRAL;98787-292;GASOLINA;01/08/2022;6,68;3200;6,98;R$ / litro;RODOIL;8
S;RS;SANTA ROSA;COOPERATIVA MISTA SAO LUIZ LTDA; 98.338.072/0037-59;AVENIDA EXPEDICIONARIO WEBER;2820;;CENTRAL;98787-292;GASOLINA ADITIVADA;01/08/2022;6,77;3200;6,51;R$ / litro;RODOIL;8
S;RS;SANTA ROSA;COOPERATIVA MISTA SAO LUIZ LTDA; 98.338.072/0037-59;AVENIDA EXPEDICIONARIO WEBER;2820;;CENTRAL;98787-292;DIESEL;01/08/2022;5,2;3200;5,43;R$ / litro;RODOIL;8
S;RS;SANTA ROSA;COOPERATIVA MISTA SAO LUIZ LTDA; 98.338.072/0037-59;AVENIDA EXPEDICIONARIO WEBER;2820;;CENTRAL;98787-292;DIESEL S10;01/08/2022;5,27;3200;6,54;R$ / litro;RODOIL;8
S;RS;SANTA ROSA;COMERCIAL DE COMBUSTÍVEIS SULINA LTDA.; 06.984.536/0001-75;RUA JOÃOPEDRO TIMM;55;;SULINA;98900-000;GASOLINA;01/08/2022;6,68;3200;5,29;R$ / litro;IPIRANGA;8
S;RS;SANTA ROSA;COMERCIAL DE COMBUSTÍVEIS SULINA LTDA.; 06.984.536/0001-75;RUA JOÃOPEDRO TIMM;55;;SULINA;98900-000;GASOLINA ADITIVADA;01/08/2022;6,79;3200;5,49;R$ / litro;IPIRANGA;8
S;RS;SANTA ROSA;COMERCIAL DE COMBUSTÍVEIS SULINA LTDA.; 06.984.536/0001-75;RUA JOÃOPEDRO TIMM;55;;SULINA;98900-000;DIESEL;01/08/2022;5,24;3200;6,89;R$ / litro;IPIRANGA;8
S;RS;SANTA ROSA;COMERCIAL DE COMBUSTÍVEIS SULINA LTDA.; 06.984.536/0001-75;RUA JOÃOPEDRO TIMM;55;;SULINA;98900-000;DIESEL S10;01/08/2022;5,29;3200;5,29;R$ / litro;IPIRANGA;8
S;RS;SANTA ROSA;COMERCIAL DE COMBUSTIVEIS CRUZEIRO LTDA; 87.023.008/0001-51;AVENIDA FLORES DA CUNHA;375;;CRUZEIRO;98789-122;GASOLINA;01/08/2022;6,87;3200;7,19;R$ / litro;BRANCA;8
S;RS;SANTA ROSA;COMERCIAL DE COMBUSTIVEIS CRUZEIRO LTDA; 87.023.008/0001-51;AVENIDA FLORES DA CUNHA;375;;CRUZEIRO;98789-122;GASOLINA ADITIVADA;01/08/2022;6,87;3200;5,67;R$ / litro;BRANCA;8
S;RS;SANTA ROSA;COMERCIAL DE COMBUSTIVEIS CRUZEIRO LTDA; 87.023.008/0001-51;AVENIDA FLORES DA CUNHA;375;;CRUZEIRO;98789-122;DIESEL;01/08/2022;5,25;3200;3,99;R$ / litro;BRANCA;8
S;RS;SANTA ROSA;COMERCIAL DE COMBUSTIVEIS CRUZEIRO LTDA; 87.023.008/0001-51;AVENIDA FLORES DA CUNHA;375;;CRUZEIRO;98789-122;DIESEL S10;01/08/2022;5,31;3200;6,55;R$ / litro;BRANCA;8
S;RS;SANTA ROSA;MARCHEZAN & PAGLIARINI COMERCIO E DERIVADOS DE PETROLEO LTDA; 03.569.721/0001-05;RUA JOAO DAHNE;857;;CENTRO;98780-070;GASOLINA;01/08/2022;6,74;3200;5,29;R$ / litro;BRANCA;8
S;RS;SANTA ROSA;MARCHEZAN & PAGLIARINI COMERCIO E DERIVADOS DE PETROLEO LTDA; 03.569.721/0001-05;RUA JOAO DAHNE;857;;CENTRO;98780-070;ETANOL;01/08/2022;6,99;3200;6,59;R$ / litro;BRANCA;8
S;RS;SANTA ROSA;MARCHEZAN & PAGLIARINI COMERCIO E DERIVADOS DE PETROLEO LTDA; 03.569.721/0001-05;RUA JOAO DAHNE;857;;CENTRO;98780-070;GASOLINA ADITIVADA;01/08/2022;6,76;3200;4,09;R$ / litro;BRANCA;8
S;RS;SANTA ROSA;MARCHEZAN & PAGLIARINI COMERCIO E DERIVADOS DE PETROLEO LTDA; 03.569.721/0001-05;RUA JOAO DAHNE;857;;CENTRO;98780-070;DIESEL;01/08/2022;5,29;3200;6,51;R$ / litro;BRANCA;8
S;RS;SANTA ROSA;MARCHEZAN & PAGLIARINI COMERCIO E DERIVADOS DE PETROLEO LTDA; 03.569.721/0001-05;RUA JOAO DAHNE;857;;CENTRO;98780-070;DIESEL S10;01/08/2022;5,36;3200;5,25;R$ / litro;BRANCA;8
S;RS;SANTO ANGELO;NEDEL & MELLO LTDA; 07.166.282/0001-40;AVENIDA VENANCIO AIRES;1920;;CENTRO;98803-000;GASOLINA;01/08/2022;6,99;3200;6,51;R$ / litro;IPIRANGA;8
S;RS;SANTO ANGELO;NEDEL & MELLO LTDA; 07.166.282/0001-40;AVENIDA VENANCIO AIRES;1920;;CENTRO;98803-000;GASOLINA ADITIVADA;01/08/2022;7,09;3200;6,65;R$ / litro;IPIRANGA;8
S;RS;SANTO ANGELO;NEDEL & MELLO LTDA; 07.166.282/0001-40;AVENIDA VENANCIO AIRES;1920;;CENTRO;98803-000;DIESEL;01/08/2022;5,39;3200;5,65;R$ / litro;IPIRANGA;8
S;RS;SANTO ANGELO;NEDEL & MELLO LTDA; 07.166.282/0001-40;AVENIDA VENANCIO AIRES;1920;;CENTRO;98803-000;DIESEL S10;01/08/2022;5,48;3200;6,75;R$ / litro;IPIRANGA;8
S;RS;SANTO ANGELO;BETTIO COMERCIO DE COMBUSTIVEIS LTDA; 01.543.452/0001-82;AVENIDA IPIRANGA;1301;;CENTRO;98804-000;GASOLINA;01/08/2022;6,87;3200;5,79;R$ / litro;BRANCA;8
S;RS;SANTO ANGELO;BETTIO COMERCIO DE COMBUSTIVEIS LTDA; 01.543.452/0001-82;AVENIDA IPIRANGA;1301;;CENTRO;98804-000;GASOLINA ADITIVADA;01/08/2022;6,89;3200;3,99;R$ / litro;BRANCA;8
S;RS;SANTO ANGELO;BETTIO COMERCIO DE COMBUSTIVEIS LTDA; 01.543.452/0001-82;AVENIDA IPIRANGA;1301;;CENTRO;98804-000;DIESEL;01/08/2022;5,14;3200;6,99;R$ / litro;BRANCA;8
S;RS;SANTO ANGELO;BETTIO COMERCIO DE COMBUSTIVEIS LTDA; 01.543.452/0001-82;AVENIDA IPIRANGA;1301;;CENTRO;98804-000;DIESEL S10;01/08/2022;5,19;3200;5,67;R$ / litro;BRANCA;8
S;RS;SANTO ANGELO;VARGAS COMERCIO DE COMBUSTIVEIS LTDA; 88.877.204/0001-56;AVENIDA VENANCIO AIRES;1751;;CENTRO;98803-000;GASOLINA;01/08/2022;6,89;3200;5,69;R$ / litro;BRANCA;8
S;RS;SANTO ANGELO;VARGAS COMERCIO DE COMBUSTIVEIS LTDA; 88.877.204/0001-56;AVENIDA VENANCIO AIRES;1751;;CENTRO;98803-000;GASOLINA ADITIVADA;01/08/2022;6,94;3200;7,29;R$ / litro;BRANCA;8
S;RS;SANTO ANGELO;VARGAS COMERCIO DE COMBUSTIVEIS LTDA; 88.877.204/0001-56;AVENIDA VENANCIO AIRES;1751;;CENTRO;98803-000;DIESEL;01/08/2022;5,25;3200;5,77;R$ / litro;BRANCA;8
S;RS;SANTO ANGELO;VARGAS COMERCIO DE COMBUSTIVEIS LTDA; 88.877.204/0001-56;AVENIDA VENANCIO AIRES;1751;;CENTRO;98803-000;DIESEL S10;01/08/2022;5,32;3200;6,51;R$ / litro;BRANCA;8
S;RS;SANTO ANGELO;COMERCIAL DE COMBUSTIVEIS LONDERO LTDA.; 90.293.390/0001-28;RUA QUINZE DE NOVEMBRO;904;;CENTRO;98801-706;GASOLINA;01/08/2022;6,99;3200;5,25;R$ / litro;VIBRA ENERGIA;8
S;RS;SANTO ANGELO;COMERCIAL DE COMBUSTIVEIS LONDERO LTDA.; 90.293.390/0001-28;RUA QUINZE DE NOVEMBRO;904;;CENTRO;98801-706;ETANOL;01/08/2022;7,19;3200;6,51;R$ / litro;VIBRA ENERGIA;8
S;RS;SANTO ANGELO;COMERCIAL DE COMBUSTIVEIS LONDERO LTDA.; 90.293.390/0001-28;RUA QUINZE DE NOVEMBRO;904;;CENTRO;98801-706;GASOLINA ADITIVADA;01/08/2022;7,19;3200;6,98;R$ / litro;VIBRA ENERGIA;8
S;RS;SANTO ANGELO;COMERCIAL DE COMBUSTIVEIS LONDERO LTDA.; 90.293.390/0001-28;RUA QUINZE DE NOVEMBRO;904;;CENTRO;98801-706;DIESEL;01/08/2022;5,44;3200;6,08;R$ / litro;VIBRA ENERGIA;8
S;RS;SANTO ANGELO;COMERCIAL DE COMBUSTIVEIS LONDERO LTDA.; 90.293.390/0001-28;RUA QUINZE DE NOVEMBRO;904;;CENTRO;98801-706;DIESEL S10;01/08/2022;5,49;3200;7,08;R$ / litro;VIBRA ENERGIA;8
S;RS;VACARIA;COMERCIO DE COMBUSTIVEIS POLLY POSITION LTDA; 08.051.756/0001-71;AVENIDA JUSCELINO K DE OLIVEIRA;8669;;JARDIM DOS PAMPAS;95200-000;GASOLINA;01/08/2022;6,97;3200;6,13;R$ / litro;BRANCA;8
S;RS;VACARIA;COMERCIO DE COMBUSTIVEIS POLLY POSITION LTDA; 08.051.756/0001-71;AVENIDA JUSCELINO K DE OLIVEIRA;8669;;JARDIM DOS PAMPAS;95200-000;GASOLINA ADITIVADA;01/08/2022;6,97;3200;6,87;R$ / litro;BRANCA;8
S;RS;VACARIA;COMERCIO DE COMBUSTIVEIS POLLY POSITION LTDA; 08.051.756/0001-71;AVENIDA JUSCELINO K DE OLIVEIRA;8669;;JARDIM DOS PAMPAS;95200-000;DIESEL;01/08/2022;5,19;3200;5,99;R$ / litro;BRANCA;8
S;RS;VACARIA;COMERCIO DE COMBUSTIVEIS POLLY POSITION LTDA; 08.051.756/0001-71;AVENIDA JUSCELINO K DE OLIVEIRA;8669;;JARDIM DOS PAMPAS;95200-000;DIESEL S10;01/08/2022;6,29;3200;6,87;R$ / litro;BRANCA;8
S;RS;VACARIA;TELMO CLEMENTE GUIZOLFI & FILHO LTDA.; 05.444.847/0001-89;RUA ASSIS BRASIL;752;ESQ.C/RUA ST.ANTONIO;PETROPOLIS;95211-143;GASOLINA;01/08/2022;6,96;3200;5,99;R$ / litro;BRANCA;8
S;RS;VACARIA;TELMO CLEMENTE GUIZOLFI & FILHO LTDA.; 05.444.847/0001-89;RUA ASSIS BRASIL;752;ESQ.C/RUA ST.ANTONIO;PETROPOLIS;95211-143;ETANOL;01/08/2022;7,16;3200;6,97;R$ / litro;BRANCA;8
S;RS;VACARIA;TELMO CLEMENTE GUIZOLFI & FILHO LTDA.; 05.444.847/0001-89;RUA ASSIS BRASIL;752;ESQ.C/RUA ST.ANTONIO;PETROPOLIS;95211-143;GASOLINA ADITIVADA;01/08/2022;6,99;3200;6,1;R$ / litro;BRANCA;8
S;RS;VACARIA;TELMO CLEMENTE GUIZOLFI & FILHO LTDA.; 05.444.847/0001-89;RUA ASSIS BRASIL;752;ESQ.C/RUA ST.ANTONIO;PETROPOLIS;95211-143;DIESEL;01/08/2022;5,16;3200;6,07;R$ / litro;BRANCA;8
S;RS;VACARIA;TELMO CLEMENTE GUIZOLFI & FILHO LTDA.; 05.444.847/0001-89;RUA ASSIS BRASIL;752;ESQ.C/RUA ST.ANTONIO;PETROPOLIS;95211-143;DIESEL S10;01/08/2022;5,26;3200;4,95;R$ / litro;BRANCA;8
S;RS;VACARIA;BL ABASTECIMENTO DE COMBUSTIVEIS LTDA; 01.710.743/0001-18;AVENIDA MILITAR  ESQUINA COM INACIA VIEIRA;1247;;CENTRO;95200-000;GASOLINA;01/08/2022;6,99;3200;4,60;R$ / litro;IPIRANGA;8
S;RS;VACARIA;BL ABASTECIMENTO DE COMBUSTIVEIS LTDA; 01.710.743/0001-18;AVENIDA MILITAR  ESQUINA COM INACIA VIEIRA;1247;;CENTRO;95200-000;GASOLINA ADITIVADA;01/08/2022;7,19;3200;3,40;R$ / litro;IPIRANGA;8
S;RS;VACARIA;BL ABASTECIMENTO DE COMBUSTIVEIS LTDA; 01.710.743/0001-18;AVENIDA MILITAR  ESQUINA COM INACIA VIEIRA;1247;;CENTRO;95200-000;DIESEL;01/08/2022;5,29;3200;5,10;R$ / litro;IPIRANGA;8
S;RS;VACARIA;BL ABASTECIMENTO DE COMBUSTIVEIS LTDA; 01.710.743/0001-18;AVENIDA MILITAR  ESQUINA COM INACIA VIEIRA;1247;;CENTRO;95200-000;DIESEL S10;01/08/2022;5,39;3200;4,80;R$ / litro;IPIRANGA;8
S;RS;VACARIA;LUPE COMERCIO DE COMBUSTUVEIS E LUBRIFICANTES LTDA EPP; 91.722.348/0001-48;AVENIDA MILITAR;80;;SANTA TEREZINHA;95200-000;GASOLINA;01/08/2022;6,98;3200;4,95;R$ / litro;IPIRANGA;8
